category,query_id,query_number,avg_runtime_ms,min_runtime_ms,max_runtime_ms,runs,status,error,sql_preview
two_table_joins,Q143,254,,,,3,ERROR,2013 (HY000): Lost connection to MySQL server during query,"SELECT o.O_ORDERKEY, AVG(l.L_DISCOUNT)     AS avg_discount FROM   ORDERS  o JOIN   LINEITEM l ON o.O_ORDERKEY = l.L_ORDE"
two_table_joins,Q144,255,,,,3,ERROR,2013 (HY000): Lost connection to MySQL server during query,"SELECT o.O_ORDERKEY, COUNT(l.L_LINENUMBER) AS line_count FROM   ORDERS  o JOIN   LINEITEM l ON o.O_ORDERKEY = l.L_ORDERK"
two_table_joins,Q145,256,,,,3,ERROR,2013 (HY000): Lost connection to MySQL server during query,"SELECT o.O_ORDERKEY, MAX(l.L_QUANTITY)     AS max_qty, MIN(l.L_DISCOUNT)     AS min_discount FROM   ORDERS  o JOIN   LIN"
two_table_joins,Q146,257,,,,3,ERROR,2013 (HY000): Lost connection to MySQL server during query,"SELECT YEAR(l.L_SHIPDATE)    AS ship_year, SUM(l.L_EXTENDEDPRICE) AS total_extended FROM   ORDERS  o JOIN   LINEITEM l O"
two_table_joins,Q147,258,,,,3,ERROR,2013 (HY000): Lost connection to MySQL server during query,"SELECT p.P_SIZE, AVG(ps.PS_SUPPLYCOST) AS avg_supply_cost FROM   PART     p JOIN   PARTSUPP ps ON p.P_PARTKEY = ps.PS_PA"
two_table_joins,Q148,259,,,,3,ERROR,2013 (HY000): Lost connection to MySQL server during query,"SELECT p.P_PARTKEY, SUM(ps.PS_AVAILQTY)   AS total_availqty FROM   PART     p JOIN   PARTSUPP ps ON p.P_PARTKEY = ps.PS_"
two_table_joins,Q149,260,,,,3,ERROR,2013 (HY000): Lost connection to MySQL server during query,"SELECT p.P_TYPE, MAX(ps.PS_SUPPLYCOST) AS max_cost, MIN(ps.PS_SUPPLYCOST) AS min_cost FROM   PART     p JOIN   PARTSUPP "
two_table_joins,Q150,261,,,,3,ERROR,2013 (HY000): Lost connection to MySQL server during query,"SELECT s.S_SUPPKEY, s.S_NAME, COUNT(ps.PS_PARTKEY)  AS parts_supplied FROM   SUPPLIER s JOIN   PARTSUPP ps ON s.S_SUPPKE"
two_table_joins,Q151,262,,,,3,ERROR,2013 (HY000): Lost connection to MySQL server during query,"SELECT s.S_NATIONKEY, AVG(ps.PS_SUPPLYCOST) AS avg_supply_cost FROM   SUPPLIER s JOIN   PARTSUPP ps ON s.S_SUPPKEY = ps."
two_table_joins,Q152,263,,,,3,ERROR,2013 (HY000): Lost connection to MySQL server during query,"SELECT s.S_SUPPKEY, SUM(ps.PS_AVAILQTY)   AS total_availqty FROM   SUPPLIER s JOIN   PARTSUPP ps ON s.S_SUPPKEY = ps.PS_"
two_table_joins,Q153,264,,,,3,ERROR,2013 (HY000): Lost connection to MySQL server during query,"SELECT s.S_NATIONKEY, MAX(ps.PS_SUPPLYCOST) AS max_supply_cost FROM   SUPPLIER s JOIN   PARTSUPP ps ON s.S_SUPPKEY = ps."
two_table_joins,Q154,265,,,,3,ERROR,2013 (HY000): Lost connection to MySQL server during query,"SELECT c.C_CUSTKEY, COUNT(o.O_ORDERKEY)   AS order_count FROM   CUSTOMER c JOIN   ORDERS   o ON c.C_CUSTKEY = o.O_CUSTKE"
two_table_joins,Q155,266,,,,3,ERROR,2013 (HY000): Lost connection to MySQL server during query,"SELECT o.O_ORDERKEY, COUNT(l.L_LINENUMBER) AS line_count, AVG(l.L_QUANTITY)     AS avg_qty FROM   ORDERS  o JOIN   LINEI"
two_table_joins,Q156,267,,,,3,ERROR,2013 (HY000): Lost connection to MySQL server during query,"SELECT c.C_CUSTKEY, c.C_NAME, COUNT(o.O_ORDERKEY)   AS order_count FROM   CUSTOMER c JOIN   ORDERS   o ON c.C_CUSTKEY = "
two_table_joins,Q157,268,,,,3,ERROR,2013 (HY000): Lost connection to MySQL server during query,"SELECT c.C_CUSTKEY, c.C_NAME, SUM(o.O_TOTALPRICE)   AS total_revenue FROM   CUSTOMER c JOIN   ORDERS   o ON c.C_CUSTKEY "
two_table_joins,Q158,269,,,,3,ERROR,2013 (HY000): Lost connection to MySQL server during query,"SELECT c.C_NATIONKEY, AVG(o.O_TOTALPRICE)   AS avg_order_value FROM   ORDERS   o JOIN   CUSTOMER c ON o.O_CUSTKEY = c.C_"
two_table_joins,Q159,270,,,,3,ERROR,2013 (HY000): Lost connection to MySQL server during query,"SELECT o.O_ORDERKEY, COUNT(l.L_LINENUMBER) AS line_count FROM   ORDERS  o JOIN   LINEITEM l ON o.O_ORDERKEY = l.L_ORDERK"
two_table_joins,Q160,271,,,,3,ERROR,2013 (HY000): Lost connection to MySQL server during query,"SELECT o.O_ORDERKEY, SUM(l.L_QUANTITY)     AS total_qty FROM   ORDERS  o JOIN   LINEITEM l ON o.O_ORDERKEY = l.L_ORDERKE"
two_table_joins,Q161,272,,,,3,ERROR,2013 (HY000): Lost connection to MySQL server during query,"SELECT p.P_PARTKEY, COUNT(ps.PS_SUPPKEY)  AS supplier_count FROM   PART     p JOIN   PARTSUPP ps ON p.P_PARTKEY = ps.PS_"
two_table_joins,Q162,273,,,,3,ERROR,2013 (HY000): Lost connection to MySQL server during query,"SELECT p.P_SIZE, AVG(ps.PS_SUPPLYCOST) AS avg_cost FROM   PART     p JOIN   PARTSUPP ps ON p.P_PARTKEY = ps.PS_PARTKEY G"
two_table_joins,Q163,274,,,,3,ERROR,2013 (HY000): Lost connection to MySQL server during query,"SELECT s.S_SUPPKEY, SUM(ps.PS_AVAILQTY)   AS total_qty FROM   SUPPLIER s JOIN   PARTSUPP ps ON s.S_SUPPKEY = ps.PS_SUPPK"
two_table_joins,Q164,275,,,,3,ERROR,2013 (HY000): Lost connection to MySQL server during query,"SELECT DISTINCT c.C_CUSTKEY, c.C_NAME FROM   CUSTOMER c JOIN   ORDERS   o ON c.C_CUSTKEY = o.O_CUSTKEY"
two_table_joins,Q165,276,,,,3,ERROR,2013 (HY000): Lost connection to MySQL server during query,SELECT DISTINCT c.C_NATIONKEY FROM   ORDERS   o JOIN   CUSTOMER c ON o.O_CUSTKEY = c.C_CUSTKEY WHERE  o.O_TOTALPRICE > 5
two_table_joins,Q166,277,,,,3,ERROR,2013 (HY000): Lost connection to MySQL server during query,SELECT DISTINCT l.L_SHIPDATE FROM   ORDERS  o JOIN   LINEITEM l ON o.O_ORDERKEY = l.L_ORDERKEY WHERE  o.O_TOTALPRICE > 3
two_table_joins,Q167,278,,,,3,ERROR,2013 (HY000): Lost connection to MySQL server during query,SELECT DISTINCT p.P_TYPE FROM   PART     p JOIN   PARTSUPP ps ON p.P_PARTKEY = ps.PS_PARTKEY WHERE  ps.PS_SUPPLYCOST > 6
two_table_joins,Q168,279,,,,3,ERROR,2013 (HY000): Lost connection to MySQL server during query,SELECT DISTINCT s.S_NATIONKEY FROM   SUPPLIER s JOIN   PARTSUPP ps ON s.S_SUPPKEY = ps.PS_SUPPKEY WHERE  ps.PS_AVAILQTY 
two_table_joins,Q169,280,,,,3,ERROR,2013 (HY000): Lost connection to MySQL server during query,SELECT DISTINCT o.O_ORDERKEY FROM   ORDERS  o JOIN   LINEITEM l ON o.O_ORDERKEY = l.L_ORDERKEY WHERE  l.L_DISCOUNT > 0.0
two_table_joins,Q170,281,,,,3,ERROR,2013 (HY000): Lost connection to MySQL server during query,"SELECT o.O_ORDERKEY, c.C_NAME, o.O_TOTALPRICE FROM   ORDERS   o JOIN   CUSTOMER c ON o.O_CUSTKEY = c.C_CUSTKEY ORDER BY "
two_table_joins,Q171,282,,,,3,ERROR,2013 (HY000): Lost connection to MySQL server during query,"SELECT c.C_NAME, c.C_ACCTBAL, COUNT(o.O_ORDERKEY) AS order_count FROM   CUSTOMER c JOIN   ORDERS   o ON c.C_CUSTKEY = o."
two_table_joins,Q172,283,,,,3,ERROR,2013 (HY000): Lost connection to MySQL server during query,"SELECT o.O_ORDERKEY, c.C_NAME, o.O_ORDERDATE FROM   ORDERS   o JOIN   CUSTOMER c ON o.O_CUSTKEY = c.C_CUSTKEY ORDER BY o"
two_table_joins,Q173,284,,,,3,ERROR,2013 (HY000): Lost connection to MySQL server during query,"SELECT o.O_ORDERKEY, SUM(l.L_QUANTITY)    AS total_qty FROM   ORDERS  o JOIN   LINEITEM l ON o.O_ORDERKEY = l.L_ORDERKEY"
two_table_joins,Q174,285,,,,3,ERROR,2013 (HY000): Lost connection to MySQL server during query,"SELECT o.O_ORDERKEY, l.L_LINENUMBER, l.L_EXTENDEDPRICE FROM   ORDERS  o JOIN   LINEITEM l ON o.O_ORDERKEY = l.L_ORDERKEY"
two_table_joins,Q175,286,,,,3,ERROR,2013 (HY000): Lost connection to MySQL server during query,"SELECT p.P_PARTKEY, p.P_NAME, SUM(ps.PS_AVAILQTY)  AS total_qty FROM   PART     p JOIN   PARTSUPP ps ON p.P_PARTKEY = ps"
two_table_joins,Q176,287,,,,3,ERROR,2013 (HY000): Lost connection to MySQL server during query,"SELECT s.S_SUPPKEY, s.S_NAME, AVG(ps.PS_SUPPLYCOST) AS avg_cost FROM   SUPPLIER s JOIN   PARTSUPP ps ON s.S_SUPPKEY = ps"
two_table_joins,Q177,288,,,,3,ERROR,2013 (HY000): Lost connection to MySQL server during query,"SELECT s.S_NAME, ps.PS_PARTKEY, ps.PS_SUPPLYCOST FROM   SUPPLIER s JOIN   PARTSUPP ps ON s.S_SUPPKEY = ps.PS_SUPPKEY ORD"
two_table_joins,Q178,289,,,,3,ERROR,2013 (HY000): Lost connection to MySQL server during query,"SELECT c.C_CUSTKEY, c.C_NAME FROM   CUSTOMER c WHERE  EXISTS ( SELECT 1 FROM   ORDERS o WHERE  o.O_CUSTKEY = c.C_CUSTKEY"
two_table_joins,Q179,290,,,,3,ERROR,2013 (HY000): Lost connection to MySQL server during query,"SELECT c.C_CUSTKEY, c.C_NAME FROM   CUSTOMER c WHERE  EXISTS ( SELECT 1 FROM   ORDERS o WHERE  o.O_CUSTKEY    = c.C_CUST"
two_table_joins,Q180,291,,,,3,ERROR,2013 (HY000): Lost connection to MySQL server during query,"SELECT c.C_CUSTKEY, c.C_NAME FROM   CUSTOMER c WHERE  NOT EXISTS ( SELECT 1 FROM   ORDERS o WHERE  o.O_CUSTKEY  = c.C_CU"
two_table_joins,Q181,292,,,,3,ERROR,2013 (HY000): Lost connection to MySQL server during query,"SELECT o.O_ORDERKEY, o.O_TOTALPRICE FROM   ORDERS o WHERE  o.O_CUSTKEY IN ( SELECT c.C_CUSTKEY FROM   CUSTOMER c WHERE  "
two_table_joins,Q182,293,,,,3,ERROR,2013 (HY000): Lost connection to MySQL server during query,"SELECT o.O_ORDERKEY, o.O_TOTALPRICE FROM   ORDERS o WHERE  EXISTS ( SELECT 1 FROM   LINEITEM l WHERE  l.L_ORDERKEY = o.O"
two_table_joins,Q183,294,,,,3,ERROR,2013 (HY000): Lost connection to MySQL server during query,"SELECT o.O_ORDERKEY, o.O_TOTALPRICE FROM   ORDERS o WHERE  NOT EXISTS ( SELECT 1 FROM   LINEITEM l WHERE  l.L_ORDERKEY ="
two_table_joins,Q184,295,,,,3,ERROR,2013 (HY000): Lost connection to MySQL server during query,"SELECT p.P_PARTKEY, p.P_NAME FROM   PART p WHERE  p.P_PARTKEY IN ( SELECT ps.PS_PARTKEY FROM   PARTSUPP ps JOIN   SUPPLI"
two_table_joins,Q185,296,,,,3,ERROR,2013 (HY000): Lost connection to MySQL server during query,"SELECT s.S_SUPPKEY, s.S_NAME FROM   SUPPLIER s WHERE  EXISTS ( SELECT 1 FROM   PARTSUPP ps JOIN   PART     p  ON ps.PS_P"
two_table_joins,Q186,297,,,,3,ERROR,2013 (HY000): Lost connection to MySQL server during query,"SELECT c.C_NATIONKEY, COUNT(o.O_ORDERKEY)   AS order_count, SUM(o.O_TOTALPRICE)   AS total_revenue, AVG(o.O_TOTALPRICE) "
two_table_joins,Q187,298,,,,3,ERROR,2013 (HY000): Lost connection to MySQL server during query,"SELECT c.C_NATIONKEY, YEAR(o.O_ORDERDATE)   AS order_year, COUNT(o.O_ORDERKEY)   AS order_count FROM   ORDERS   o JOIN  "
two_table_joins,Q188,299,,,,3,ERROR,2013 (HY000): Lost connection to MySQL server during query,"SELECT YEAR(l.L_SHIPDATE)           AS ship_year, SUM(l.L_EXTENDEDPRICE FROM   ORDERS  o JOIN   LINEITEM l ON o.O_ORDERK"
two_table_joins,Q189,300,,,,3,ERROR,2013 (HY000): Lost connection to MySQL server during query,"SELECT o.O_ORDERKEY, o.O_TOTALPRICE, COUNT(l.L_LINENUMBER) AS line_count FROM   ORDERS  o JOIN   LINEITEM l ON o.O_ORDER"
two_table_joins,Q190,301,,,,3,ERROR,2013 (HY000): Lost connection to MySQL server during query,"SELECT p.P_BRAND, MAX(ps.PS_SUPPLYCOST) - MIN(ps.PS_SUPPLYCOST) AS cost_spread, COUNT(ps.PS_SUPPKEY)                    "
two_table_joins,Q191,302,,,,3,ERROR,2013 (HY000): Lost connection to MySQL server during query,"SELECT s.S_SUPPKEY, s.S_NAME, COUNT(DISTINCT p.P_SIZE) AS distinct_sizes FROM   SUPPLIER s JOIN   PARTSUPP ps ON s.S_SUP"
two_table_joins,Q192,303,,,,3,ERROR,2013 (HY000): Lost connection to MySQL server during query,"SELECT c.C_NATIONKEY, AVG(c.C_ACCTBAL)      AS avg_balance, COUNT(DISTINCT c.C_CUSTKEY) AS customer_count FROM   CUSTOME"
two_table_joins,Q193,304,,,,3,ERROR,2013 (HY000): Lost connection to MySQL server during query,"SELECT YEAR(l.L_SHIPDATE)    AS ship_year, COUNT(l.L_LINENUMBER) AS discounted_lines, AVG(o.O_TOTALPRICE)   AS avg_order"
two_table_joins,Q194,305,,,,3,ERROR,2013 (HY000): Lost connection to MySQL server during query,"SELECT p.P_PARTKEY, p.P_NAME, SUM(ps.PS_AVAILQTY * ps.PS_SUPPLYCOST) AS stock_value FROM   PART     p JOIN   PARTSUPP ps"
two_table_joins,Q195,306,,,,3,ERROR,2013 (HY000): Lost connection to MySQL server during query,"SELECT c.C_CUSTKEY, c.C_NAME, COUNT(DISTINCT o.O_ORDERSTATUS) AS status_count FROM   CUSTOMER c JOIN   ORDERS   o ON c.C"
two_table_joins,Q196,307,,,,3,ERROR,2013 (HY000): Lost connection to MySQL server during query,"SELECT o.O_ORDERKEY, o.O_TOTALPRICE FROM   ORDERS o WHERE  EXISTS ( SELECT 1 FROM LINEITEM l WHERE l.L_ORDERKEY = o.O_OR"
two_table_joins,Q197,308,,,,3,ERROR,2013 (HY000): Lost connection to MySQL server during query,"SELECT p.P_PARTKEY, p.P_NAME FROM   PART p WHERE  p.P_PARTKEY NOT IN ( SELECT ps.PS_PARTKEY FROM   PARTSUPP ps JOIN   SU"
two_table_joins,Q198,309,,,,3,ERROR,2013 (HY000): Lost connection to MySQL server during query,"SELECT o.O_ORDERKEY, o.O_ORDERDATE, o.O_TOTALPRICE, c.C_ACCTBAL FROM   ORDERS   o JOIN   CUSTOMER c ON o.O_CUSTKEY = c.C"
two_table_joins,Q199,310,,,,3,ERROR,2013 (HY000): Lost connection to MySQL server during query,"SELECT YEAR(l.L_SHIPDATE)    AS ship_year, MONTH(l.L_SHIPDATE)   AS ship_month, COUNT(l.L_LINENUMBER) AS total_lines, SU"
two_table_joins,Q200,311,,,,3,ERROR,2013 (HY000): Lost connection to MySQL server during query,"SELECT s.S_SUPPKEY, s.S_NAME, s.S_NATIONKEY, AVG(ps.PS_SUPPLYCOST) AS avg_cost, SUM(ps.PS_AVAILQTY)   AS total_stock FRO"
three_table_joins,Q001,312,,,,3,ERROR,2013 (HY000): Lost connection to MySQL server during query,"SELECT o.O_ORDERKEY, c.C_NAME, n.N_NAME        AS nation FROM   ORDERS   o JOIN   CUSTOMER c ON o.O_CUSTKEY    = c.C_CUS"
three_table_joins,Q002,313,,,,3,ERROR,2013 (HY000): Lost connection to MySQL server during query,"SELECT o.O_ORDERKEY, c.C_NAME, o.O_TOTALPRICE FROM   ORDERS   o JOIN   CUSTOMER c ON o.O_CUSTKEY    = c.C_CUSTKEY JOIN  "
three_table_joins,Q003,314,,,,3,ERROR,2013 (HY000): Lost connection to MySQL server during query,"SELECT o.O_ORDERKEY, c.C_NAME, n.N_NAME        AS nation FROM   ORDERS   o JOIN   CUSTOMER c ON o.O_CUSTKEY    = c.C_CUS"
three_table_joins,Q004,315,,,,3,ERROR,2013 (HY000): Lost connection to MySQL server during query,"SELECT o.O_ORDERKEY, c.C_NAME, n.N_NAME        AS nation FROM   ORDERS   o JOIN   CUSTOMER c ON o.O_CUSTKEY    = c.C_CUS"
three_table_joins,Q005,316,,,,3,ERROR,2013 (HY000): Lost connection to MySQL server during query,"SELECT o.O_ORDERKEY, c.C_NAME, n.N_NAME        AS nation FROM   ORDERS   o JOIN   CUSTOMER c ON o.O_CUSTKEY    = c.C_CUS"
three_table_joins,Q006,317,,,,3,ERROR,2013 (HY000): Lost connection to MySQL server during query,"SELECT o.O_ORDERKEY, c.C_NAME, o.O_TOTALPRICE FROM   ORDERS   o JOIN   CUSTOMER c ON o.O_CUSTKEY    = c.C_CUSTKEY JOIN  "
three_table_joins,Q007,318,,,,3,ERROR,2013 (HY000): Lost connection to MySQL server during query,"SELECT o.O_ORDERKEY, c.C_NAME, c.C_ACCTBAL FROM   ORDERS   o JOIN   CUSTOMER c ON o.O_CUSTKEY    = c.C_CUSTKEY JOIN   NA"
three_table_joins,Q008,319,,,,3,ERROR,2013 (HY000): Lost connection to MySQL server during query,"SELECT o.O_ORDERKEY, c.C_NAME, n.N_NAME        AS nation, o.O_TOTALPRICE FROM   ORDERS   o JOIN   CUSTOMER c ON o.O_CUST"
three_table_joins,Q009,320,,,,3,ERROR,2013 (HY000): Lost connection to MySQL server during query,"SELECT n.N_NAME        AS nation, COUNT(o.O_ORDERKEY)  AS order_count, SUM(o.O_TOTALPRICE)  AS total_revenue FROM   ORDE"
three_table_joins,Q010,321,,,,3,ERROR,2013 (HY000): Lost connection to MySQL server during query,"SELECT n.N_NAME        AS nation, COUNT(o.O_ORDERKEY)  AS order_count FROM   ORDERS   o JOIN   CUSTOMER c ON o.O_CUSTKEY"
three_table_joins,Q011,322,,,,3,ERROR,2013 (HY000): Lost connection to MySQL server during query,"SELECT o.O_ORDERKEY, c.C_NAME, n.N_NAME        AS nation, r.R_NAME        AS region FROM   ORDERS   o JOIN   CUSTOMER c "
three_table_joins,Q012,323,,,,3,ERROR,2013 (HY000): Lost connection to MySQL server during query,"SELECT o.O_ORDERKEY, c.C_NAME, n.N_NAME        AS nation FROM   ORDERS   o JOIN   CUSTOMER c ON o.O_CUSTKEY    = c.C_CUS"
three_table_joins,Q013,324,,,,3,ERROR,2013 (HY000): Lost connection to MySQL server during query,"SELECT o.O_ORDERKEY, c.C_NAME, o.O_TOTALPRICE FROM   ORDERS   o JOIN   CUSTOMER c ON o.O_CUSTKEY    = c.C_CUSTKEY JOIN  "
three_table_joins,Q014,325,,,,3,ERROR,2013 (HY000): Lost connection to MySQL server during query,"SELECT r.R_NAME        AS region, SUM(o.O_TOTALPRICE)  AS total_revenue, COUNT(o.O_ORDERKEY)  AS order_count FROM   ORDE"
three_table_joins,Q015,326,,,,3,ERROR,2013 (HY000): Lost connection to MySQL server during query,"SELECT r.R_NAME        AS region, n.N_NAME        AS nation, SUM(o.O_TOTALPRICE)  AS total_revenue FROM   ORDERS   o JOI"
three_table_joins,Q016,327,,,,3,ERROR,2013 (HY000): Lost connection to MySQL server during query,"SELECT r.R_NAME        AS region, AVG(o.O_TOTALPRICE)  AS avg_order_value FROM   ORDERS   o JOIN   CUSTOMER c ON o.O_CUS"
three_table_joins,Q017,328,,,,3,ERROR,2013 (HY000): Lost connection to MySQL server during query,"SELECT r.R_NAME        AS region, c.C_NAME, SUM(o.O_TOTALPRICE)  AS total_spent FROM   ORDERS   o JOIN   CUSTOMER c ON o"
three_table_joins,Q018,329,,,,3,ERROR,2013 (HY000): Lost connection to MySQL server during query,"SELECT r.R_NAME        AS region, SUM(o.O_TOTALPRICE)  AS revenue FROM   ORDERS   o JOIN   CUSTOMER c ON o.O_CUSTKEY    "
three_table_joins,Q019,330,,,,3,ERROR,2013 (HY000): Lost connection to MySQL server during query,"SELECT r.R_NAME        AS region, SUM(o.O_TOTALPRICE)  AS total_revenue FROM   ORDERS   o JOIN   CUSTOMER c ON o.O_CUSTK"
three_table_joins,Q020,331,,,,3,ERROR,2013 (HY000): Lost connection to MySQL server during query,"SELECT DISTINCT r.R_NAME   AS region, n.N_NAME             AS nation FROM   CUSTOMER c JOIN   NATION   n ON c.C_NATIONKE"
three_table_joins,Q021,332,,,,3,ERROR,2013 (HY000): Lost connection to MySQL server during query,"SELECT o.O_ORDERKEY, p.P_NAME, l.L_QUANTITY FROM   ORDERS  o JOIN   LINEITEM l ON o.O_ORDERKEY = l.L_ORDERKEY JOIN   PAR"
three_table_joins,Q022,333,,,,3,ERROR,2013 (HY000): Lost connection to MySQL server during query,"SELECT o.O_ORDERKEY, p.P_NAME, l.L_QUANTITY FROM   ORDERS  o JOIN   LINEITEM l ON o.O_ORDERKEY = l.L_ORDERKEY JOIN   PAR"
three_table_joins,Q023,334,,,,3,ERROR,2013 (HY000): Lost connection to MySQL server during query,"SELECT o.O_ORDERKEY, p.P_TYPE, l.L_EXTENDEDPRICE FROM   ORDERS  o JOIN   LINEITEM l ON o.O_ORDERKEY = l.L_ORDERKEY JOIN "
three_table_joins,Q024,335,,,,3,ERROR,2013 (HY000): Lost connection to MySQL server during query,"SELECT o.O_ORDERKEY, p.P_NAME, l.L_QUANTITY FROM   ORDERS  o JOIN   LINEITEM l ON o.O_ORDERKEY = l.L_ORDERKEY JOIN   PAR"
three_table_joins,Q025,336,,,,3,ERROR,2013 (HY000): Lost connection to MySQL server during query,"SELECT o.O_ORDERKEY, p.P_RETAILPRICE, l.L_SHIPDATE FROM   ORDERS  o JOIN   LINEITEM l ON o.O_ORDERKEY = l.L_ORDERKEY JOI"
three_table_joins,Q026,337,,,,3,ERROR,2013 (HY000): Lost connection to MySQL server during query,"SELECT p.P_BRAND, SUM(l.L_EXTENDEDPRICE * (1 - l.L_DISCOUNT)) AS revenue FROM   ORDERS  o JOIN   LINEITEM l ON o.O_ORDER"
three_table_joins,Q027,338,,,,3,ERROR,2013 (HY000): Lost connection to MySQL server during query,"SELECT p.P_TYPE, AVG(l.L_QUANTITY)    AS avg_quantity, COUNT(l.L_LINENUMBER) AS line_count FROM   ORDERS  o JOIN   LINEI"
three_table_joins,Q028,339,,,,3,ERROR,2013 (HY000): Lost connection to MySQL server during query,"SELECT p.P_PARTKEY, p.P_NAME, SUM(l.L_QUANTITY)    AS total_qty FROM   ORDERS  o JOIN   LINEITEM l ON o.O_ORDERKEY = l.L"
three_table_joins,Q029,340,,,,3,ERROR,2013 (HY000): Lost connection to MySQL server during query,"SELECT o.O_ORDERKEY, o.O_TOTALPRICE, MAX(p.P_RETAILPRICE) AS max_part_price FROM   ORDERS  o JOIN   LINEITEM l ON o.O_OR"
three_table_joins,Q030,341,,,,3,ERROR,2013 (HY000): Lost connection to MySQL server during query,SELECT DISTINCT p.P_BRAND FROM   ORDERS  o JOIN   LINEITEM l ON o.O_ORDERKEY = l.L_ORDERKEY JOIN   PART    p  ON l.L_PAR
three_table_joins,Q031,342,,,,3,ERROR,2013 (HY000): Lost connection to MySQL server during query,"SELECT o.O_ORDERKEY, s.S_NAME, l.L_QUANTITY FROM   ORDERS   o JOIN   LINEITEM l ON o.O_ORDERKEY = l.L_ORDERKEY JOIN   SU"
three_table_joins,Q032,343,,,,3,ERROR,2013 (HY000): Lost connection to MySQL server during query,"SELECT o.O_ORDERKEY, s.S_NAME, l.L_EXTENDEDPRICE FROM   ORDERS   o JOIN   LINEITEM l ON o.O_ORDERKEY = l.L_ORDERKEY JOIN"
three_table_joins,Q033,344,,,,3,ERROR,2013 (HY000): Lost connection to MySQL server during query,"SELECT o.O_ORDERKEY, s.S_NAME, l.L_QUANTITY FROM   ORDERS   o JOIN   LINEITEM l ON o.O_ORDERKEY = l.L_ORDERKEY JOIN   SU"
three_table_joins,Q034,345,,,,3,ERROR,2013 (HY000): Lost connection to MySQL server during query,"SELECT o.O_ORDERKEY, s.S_NAME, l.L_DISCOUNT FROM   ORDERS   o JOIN   LINEITEM l ON o.O_ORDERKEY = l.L_ORDERKEY JOIN   SU"
three_table_joins,Q035,346,,,,3,ERROR,2013 (HY000): Lost connection to MySQL server during query,"SELECT s.S_SUPPKEY, s.S_NAME, SUM(l.L_EXTENDEDPRICE * (1 - l.L_DISCOUNT)) AS revenue FROM   ORDERS   o JOIN   LINEITEM l"
three_table_joins,Q036,347,,,,3,ERROR,2013 (HY000): Lost connection to MySQL server during query,"SELECT s.S_SUPPKEY, s.S_NAME, SUM(l.L_EXTENDEDPRICE * (1 - l.L_DISCOUNT)) AS revenue FROM   ORDERS   o JOIN   LINEITEM l"
three_table_joins,Q037,348,,,,3,ERROR,2013 (HY000): Lost connection to MySQL server during query,"SELECT s.S_NATIONKEY, AVG(l.L_DISCOUNT)    AS avg_discount FROM   ORDERS   o JOIN   LINEITEM l ON o.O_ORDERKEY = l.L_ORD"
three_table_joins,Q038,349,,,,3,ERROR,2013 (HY000): Lost connection to MySQL server during query,"SELECT s.S_SUPPKEY, s.S_NAME, SUM(l.L_QUANTITY)    AS total_qty FROM   ORDERS   o JOIN   LINEITEM l ON o.O_ORDERKEY = l."
three_table_joins,Q039,350,,,,3,ERROR,2013 (HY000): Lost connection to MySQL server during query,"SELECT o.O_ORDERKEY, s.S_NAME, l.L_SHIPDATE FROM   ORDERS   o JOIN   LINEITEM l ON o.O_ORDERKEY = l.L_ORDERKEY JOIN   SU"
three_table_joins,Q040,351,,,,3,ERROR,2013 (HY000): Lost connection to MySQL server during query,"SELECT DISTINCT s.S_SUPPKEY, s.S_NAME FROM   ORDERS   o JOIN   LINEITEM l ON o.O_ORDERKEY = l.L_ORDERKEY JOIN   SUPPLIER"
three_table_joins,Q041,352,,,,3,ERROR,2013 (HY000): Lost connection to MySQL server during query,"SELECT l.L_ORDERKEY, p.P_NAME, ps.PS_SUPPLYCOST FROM   LINEITEM l JOIN   PART     p  ON l.L_PARTKEY  = p.P_PARTKEY JOIN "
three_table_joins,Q042,353,,,,3,ERROR,2013 (HY000): Lost connection to MySQL server during query,"SELECT l.L_ORDERKEY, p.P_NAME, ps.PS_SUPPLYCOST, l.L_EXTENDEDPRICE FROM   LINEITEM l JOIN   PART     p  ON l.L_PARTKEY  "
three_table_joins,Q043,354,,,,3,ERROR,2013 (HY000): Lost connection to MySQL server during query,"SELECT l.L_ORDERKEY, p.P_NAME, ps.PS_SUPPLYCOST FROM   LINEITEM l JOIN   PART     p  ON l.L_PARTKEY  = p.P_PARTKEY JOIN "
three_table_joins,Q044,355,,,,3,ERROR,2013 (HY000): Lost connection to MySQL server during query,"SELECT p.P_PARTKEY, p.P_NAME, SUM(l.L_EXTENDEDPRICE - ps.PS_SUPPLYCOST) AS total_margin FROM   LINEITEM l JOIN   PART   "
three_table_joins,Q045,356,,,,3,ERROR,2013 (HY000): Lost connection to MySQL server during query,"SELECT p.P_BRAND, AVG(l.L_EXTENDEDPRICE - ps.PS_SUPPLYCOST) AS avg_margin FROM   LINEITEM l JOIN   PART     p  ON l.L_PA"
three_table_joins,Q046,357,,,,3,ERROR,2013 (HY000): Lost connection to MySQL server during query,"SELECT p.P_PARTKEY, p.P_SIZE, ps.PS_SUPPLYCOST FROM   PART     p JOIN   PARTSUPP ps ON p.P_PARTKEY = ps.PS_PARTKEY JOIN "
