query_id,category,avg_runtime_ms,min_runtime_ms,max_runtime_ms,runs,status,has_full_scan,full_scan_table_count,max_join_type_score,index_coverage_ratio,num_indexes_used,has_no_index,has_filesort,has_temp_table,num_tables,total_rows_examined,max_rows_examined,sql_preview
AGG_Q110,aggregation,6789.851,6213.877,7880.2211,3,OK,"SELECT l_partkey, COUNT(*) AS order_times FROM lineitem GROUP BY l_partkey HAVIN"
AGG_Q111,aggregation,3488.6771,3306.6561,3725.8623,3,OK,"SELECT ps_suppkey, COUNT(DISTINCT ps_partkey) AS distinct_parts FROM partsupp GR"
AGG_Q112,aggregation,14379.4583,13958.4708,15183.5432,3,OK,"SELECT o_orderpriority, AVG(o_totalprice) AS avg_total FROM orders GROUP BY o_or"
AGG_Q113,aggregation,28576.6889,28354.6708,29003.1312,3,OK,"SELECT o_custkey, COUNT(DISTINCT YEAR(o_orderdate)) AS active_years FROM orders "
AGG_Q114,aggregation,991.3528,656.374,1660.3053,3,OK,"SELECT p_container, AVG(p_size) AS avg_size FROM part GROUP BY p_container HAVIN"
AGG_Q115,aggregation,116237.6076,111645.025,125216.939,3,OK,"SELECT l_returnflag, SUM(l_extendedprice * l_discount) AS total_discount FROM li"
AGG_Q116,aggregation,4095.0093,2688.4079,6887.913,3,OK,"SELECT ps_suppkey, MIN(ps_supplycost) AS min_cost FROM partsupp GROUP BY ps_supp"
AGG_Q117,aggregation,14740.5875,13633.9898,16061.5764,3,OK,"SELECT c_nationkey, COUNT(*) AS customer_count, COUNT(DISTINCT o_orderkey) AS to"
AGG_Q118,aggregation,2373.7698,2305.162,2508.2171,3,OK,"SELECT p_brand, AVG(p_retailprice) AS avg_retail_price FROM part GROUP BY p_bran"
AGG_Q119,aggregation,33426.3184,32130.7061,35972.8661,3,OK,"SELECT l_shipmode, COUNT(*) AS returned_count FROM lineitem WHERE l_returnflag ="
AGG_Q121,aggregation,3445.5165,3385.5927,3513.1178,3,OK,"SELECT o_custkey, COUNT(*) AS order_count FROM orders GROUP BY o_custkey HAVING "
AGG_Q123,aggregation,23339.6172,22686.1358,24588.0389,3,OK,"SELECT ps_suppkey, ps_partkey, ps_supplycost FROM partsupp ps WHERE ps_supplycos"
AGG_Q124,aggregation,31920.2366,26832.3929,42093.787,3,OK,"SELECT o_custkey, SUM(o_totalprice) AS total_value FROM orders GROUP BY o_custke"
AGG_Q125,aggregation,125361.1797,100127.393,175204.1428,3,OK,"SELECT n_name, SUM(l_extendedprice * (1 - l_discount)) AS nation_revenue, SUM(l_"
AGG_Q126,aggregation,7056.9427,4791.6739,11558.4922,3,OK,"SELECT p_partkey, p_name FROM part WHERE p_partkey NOT IN ( SELECT DISTINCT l_pa"
AGG_Q127,aggregation,3251.2457,2345.66,5053.1301,3,OK,"SELECT c_custkey, c_name FROM customer WHERE c_custkey NOT IN ( SELECT DISTINCT "
AGG_Q128,aggregation,65751.8133,65173.589,66786.4528,3,OK,"SELECT c_mktsegment, AVG(order_count) AS avg_orders_per_customer FROM ( SELECT c"
AGG_Q129,aggregation,102407.239,84106.5741,135069.4761,3,OK,"SELECT n_name, SUM(l_extendedprice * (1 - l_discount)) AS total_revenue, RANK() "
AGG_Q130,aggregation,59989.2875,56720.144,66197.4447,3,OK,"SELECT n_name, s_name, MAX(ps_supplycost) AS max_supply_cost FROM partsupp JOIN "
AGG_Q131,aggregation,5038.9246,3925.0638,7262.5091,3,OK,"SELECT order_year, total_revenue, LAG(total_revenue) OVER (ORDER BY order_year) "
AGG_Q133,aggregation,4679.7059,4496.357,5042.5699,3,OK,"SELECT order_year, o_orderpriority, order_count, order_count / SUM(order_count) "
AGG_Q135,aggregation,145478.8247,136955.596,153169.0581,3,OK,"SELECT n_name FROM ( SELECT n_name, SUM(l_extendedprice * (1 - l_discount)) AS n"
AGG_Q136,aggregation,17534.3239,14189.6489,24176.8029,3,OK,"SELECT ps_partkey, ps_suppkey, ps_availqty FROM partsupp ps WHERE ps_availqty = "
AGG_Q137,aggregation,31867.7849,30340.302,34815.6879,3,OK,"SELECT c_custkey, c_name, c_acctbal, total_spend FROM customer JOIN ( SELECT o_c"
AGG_Q138,aggregation,40965.3754,32794.8771,57031.8992,3,OK,"SELECT ship_year, l_shipmode, mode_revenue, mode_revenue / SUM(mode_revenue) OVE"
AGG_Q139,aggregation,6006.8252,5350.0612,7314.9676,3,OK,"SELECT p_partkey, p_type, p_retailprice, ABS(p_retailprice - avg_type_price) AS "
AGG_Q140,aggregation,6599.4131,5837.841,8119.7252,3,OK,"SELECT o_orderdate, SUM(o_totalprice) AS daily_revenue, SUM(SUM(o_totalprice)) O"
AGG_Q141,aggregation,27.0547,24.4799,32.1691,3,OK,"SELECT n_name, supplier_count FROM ( SELECT n_name, COUNT(*) AS supplier_count F"
AGG_Q142,aggregation,111739.211,92129.003,141410.351,3,OK,"SELECT c_mktsegment, SUM(l_extendedprice * l_discount) AS total_discount_savings"
AGG_Q145,aggregation,71116.359,69567.45,74152.493,3,OK,"SELECT YEAR(o_orderdate) AS order_year, AVG(DATEDIFF(l_shipdate, o_orderdate)) A"
AGG_Q146,aggregation,38159.6218,33871.5997,45565.2509,3,OK,"SELECT o_custkey, SUM(o_totalprice) AS total_spend, RANK() OVER (ORDER BY SUM(o_"
AGG_Q147,aggregation,34.0076,21.9319,51.3291,3,OK,"SELECT n_name, COUNT(*) AS supplier_count, DENSE_RANK() OVER (ORDER BY COUNT(*) "
AGG_Q148,aggregation,2772.1547,2467.8752,3376.791,3,OK,"SELECT YEAR(o_orderdate) AS order_year, COUNT(*) AS yearly_orders, SUM(COUNT(*))"
AGG_Q149,aggregation,106352.332,88316.4821,133560.7982,3,OK,"SELECT n_name, nation_revenue, PERCENT_RANK() OVER (ORDER BY nation_revenue) AS "
AGG_Q150,aggregation,27536.8834,24597.3341,33141.3591,3,OK,"SELECT o_orderdate, daily_total, AVG(daily_total) OVER (ORDER BY o_orderdate ROW"
AGG_Q151,aggregation,31038.8634,29931.3343,32345.0823,3,OK,"SELECT o_custkey, MIN(o_orderdate) AS first_order, MAX(o_orderdate) AS last_orde"
AGG_Q153,aggregation,33602.6926,26101.6059,48328.5508,3,OK,"SELECT l_shipmode, ship_year, yearly_qty, SUM(yearly_qty) OVER (PARTITION BY l_s"
AGG_Q154,aggregation,40305.342,32208.03,56271.8692,3,OK,"SELECT o_custkey, total_spend, NTILE(4) OVER (ORDER BY total_spend) AS spend_qua"
AGG_Q155,aggregation,32692.0155,32514.54,32889.9016,3,OK,"SELECT n_name, order_year, nation_revenue, LAG(nation_revenue) OVER (PARTITION B"
AGG_Q156,aggregation,36909.0637,30992.4371,48671.1791,3,OK,"SELECT ship_year, l_shipmode, mode_revenue, MAX(mode_revenue) OVER (PARTITION BY"
AGG_Q158,aggregation,17024.7509,12694.0582,25507.3318,3,OK,"SELECT ps_partkey, ps_suppkey, ps_availqty, RANK() OVER (PARTITION BY ps_partkey"
AGG_Q159,aggregation,84639.974,77188.163,99014.9419,3,OK,"SELECT o_custkey, c_mktsegment, customer_spend, AVG(customer_spend) OVER (PARTIT"
AGG_Q160,aggregation,33077.4503,32397.9897,34300.204,3,OK,"SELECT r_name, order_year, yearly_revenue, SUM(yearly_revenue) OVER (PARTITION B"
AGG_Q161,aggregation,61566.4605,61406.3222,61706.3413,3,OK,"SELECT DISTINCT o_custkey, FIRST_VALUE(o_orderkey) OVER ( PARTITION BY o_custkey"
AGG_Q162,aggregation,57812.0697,57625.7331,58079.6511,3,OK,"SELECT n_name, s_name, total_supply_value, RANK() OVER (PARTITION BY n_name ORDE"
AGG_Q164,aggregation,107625.3653,97788.583,126974.5221,3,OK,"SELECT p_type, ps_partkey, ps_supplycost, AVG(ps_supplycost) OVER (PARTITION BY "
AGG_Q165,aggregation,32782.6526,32478.5521,33355.1807,3,OK,"SELECT n_name, order_year, nation_revenue, LEAD(nation_revenue) OVER (PARTITION "
AGG_Q167,aggregation,29891.9381,29297.0388,30942.9703,3,OK,"SELECT o_custkey, COUNT(CASE WHEN o_totalprice > 200000 THEN 1 END) AS high_valu"
AGG_Q168,aggregation,6233.0535,6197.6922,6296.6661,3,OK,SELECT CASE WHEN o_orderpriority = '1-URGENT' THEN 'Urgent' ELSE 'Non-Urgent' EN
AGG_Q169,aggregation,39441.0747,39303.344,39696.8529,3,OK,SELECT CASE WHEN l_discount < 0.02 THEN 'Low (< 2%)' WHEN l_discount < 0.05 THEN
AGG_Q170,aggregation,53.4026,43.52,71.7158,3,OK,SELECT CASE WHEN s_acctbal < 0 THEN 'Negative' WHEN s_acctbal < 2500 THEN 'Low' 
AGG_Q171,aggregation,4979.613,4740.0088,5441.4201,3,OK,"SELECT YEAR(o_orderdate) AS order_year, QUARTER(o_orderdate) AS order_quarter, C"
AGG_Q173,aggregation,9053.9412,6687.9628,13732.985,3,OK,"SELECT CASE WHEN DAYOFWEEK(o_orderdate) IN (1, 7) THEN 'Weekend' ELSE 'Weekday' "
AGG_Q174,aggregation,1020.7522,653.8796,1750.572,3,OK,SELECT CASE WHEN c_acctbal >= 0 THEN 'Positive' ELSE 'Negative' END AS balance_t
AGG_Q176,aggregation,28778.196,27939.2371,29705.0769,3,OK,"SELECT CASE WHEN DATEDIFF(l_receiptdate, l_shipdate) <= 3 THEN 'Fast (<=3 days)'"
AGG_Q177,aggregation,9599.5963,7382.9839,14029.4521,3,OK,"SELECT CASE WHEN DATEDIFF('1998-12-31', o_orderdate) <= 365 THEN 'Recent' WHEN D"
AGG_Q178,aggregation,74674.8118,69157.6183,83232.6131,3,OK,"SELECT l_returnflag, SUM(CASE WHEN l_discount >= 0.05 THEN l_extendedprice * l_d"
AGG_Q179,aggregation,37361.1581,35792.4101,40358.098,3,OK,"SELECT c_mktsegment, COUNT(CASE WHEN order_count = 0            THEN 1 END) AS n"
AGG_Q180,aggregation,7911.5474,5568.9621,12510.0641,3,OK,"SELECT order_month, monthly_revenue, LAG(monthly_revenue) OVER (ORDER BY order_m"
AGG_Q181,aggregation,65193.7538,60104.9762,73650.2762,3,OK,"SELECT l_returnflag, l_linestatus, SUM(l_quantity)                              "
AGG_Q182,aggregation,18327.8581,14365.0312,22131.1779,3,OK,"SELECT l_orderkey, SUM(l_extendedprice * (1 - l_discount)) AS revenue, o_orderda"
AGG_Q183,aggregation,14499.9866,12075.1419,17449.6861,3,OK,"SELECT n_name, SUM(l_extendedprice * (1 - l_discount)) AS revenue FROM customer "
AGG_Q184,aggregation,30248.9266,25465.5221,37876.0028,3,OK,SELECT SUM(l_extendedprice * l_discount) AS revenue_change FROM lineitem WHERE l
AGG_Q185,aggregation,36039.8959,32683.924,41774.0698,3,OK,"SELECT c_mktsegment, SUM(o_totalprice) AS segment_revenue, SUM(o_totalprice) / ("
AGG_Q186,aggregation,23449.0361,18798.331,32624.758,3,OK,"SELECT s_name, n_name, COUNT(DISTINCT ps_partkey) AS parts_supplied, AVG(ps_supp"
AGG_Q187,aggregation,92517.7379,70255.7557,126762.8462,3,OK,"SELECT o_custkey, COUNT(DISTINCT o_orderkey) AS total_orders, COUNT(l_linenumber"
AGG_Q188,aggregation,27821.3684,26400.8121,30515.3,3,OK,"SELECT s_name, n_name AS nation, COUNT(DISTINCT ps_partkey) AS unique_parts, SUM"
AGG_Q189,aggregation,67125.2973,56627.758,86562.1719,3,OK,"SELECT c_custkey, c_name, c_mktsegment, n_name AS nation, COUNT(DISTINCT o_order"
AGG_Q191,aggregation,59189.817,51966.6631,68205.992,3,OK,"SELECT r_name, c_mktsegment, YEAR(o_orderdate) AS order_year, COUNT(DISTINCT o_o"
AGG_Q192,aggregation,42034.1874,32119.3562,60884.9959,3,OK,"SELECT r_name AS region, n_name AS nation, p_type AS part_type, COUNT(DISTINCT p"
AGG_Q193,aggregation,106948.5766,86719.8629,131019.413,3,OK,"SELECT n_name, AVG(DATEDIFF(l_shipdate, o_orderdate)) AS avg_days_to_ship, AVG(D"
AGG_Q194,aggregation,56094.232,56077.6038,56115.401,3,OK,"SELECT l_shipmode, YEAR(l_shipdate) AS ship_year, COUNT(*) AS item_count, SUM(l_"
AGG_Q197,aggregation,30376.2679,29755.83,31483.52,3,OK,"SELECT c_mktsegment, order_year, segment_revenue, segment_revenue / SUM(segment_"
AGG_Q198,aggregation,21392.9013,17089.9792,29982.6019,3,OK,"SELECT n_name, p_brand, SUM(ps_availqty) AS total_stock, AVG(ps_supplycost) AS a"
AGG_Q199,aggregation,9977.4723,9826.6811,10273.36,3,OK,"SELECT o_orderpriority, o_orderstatus, YEAR(o_orderdate) AS order_year, COUNT(*)"
COM_Q001,complex_queries,4566.7609,4295.5949,5061.0569,3,OK,"SELECT c_custkey, c_name, o_orderkey, o_totalprice FROM customer JOIN orders ON "
COM_Q003,complex_queries,12291.1735,11335.3958,14153.5168,3,OK,"SELECT s_suppkey, s_name, s_nationkey, part_count FROM supplier JOIN ( SELECT ps"
COM_Q004,complex_queries,144320.4027,138834.2319,153896.0872,3,OK,"SELECT o_orderkey, o_custkey, o_totalprice, item_count FROM orders JOIN ( SELECT"
COM_Q005,complex_queries,2604.919,1995.7111,3818.5179,3,OK,"SELECT n_name, AVG(c_acctbal) AS avg_balance FROM customer JOIN nation ON c_nati"
COM_Q006,complex_queries,19364.7187,15242.4099,27591.2349,3,OK,"SELECT ps1.ps_partkey, ps1.ps_suppkey, ps1.ps_supplycost FROM partsupp ps1 WHERE"
COM_Q007,complex_queries,57984.6607,57506.9742,58274.5118,3,OK,"SELECT c_custkey, c_name, c_mktsegment, total_spend FROM customer JOIN ( SELECT "
COM_Q008,complex_queries,26888.6471,26668.123,27268.779,3,OK,"SELECT s_suppkey, s_name, MIN(ps_supplycost) AS cheapest_part_cost FROM supplier"
COM_Q012,complex_queries,32498.7666,29274.085,38809.85,3,OK,"SELECT o_custkey, COUNT(DISTINCT YEAR(o_orderdate)) AS active_years FROM orders "
COM_Q013,complex_queries,20496.547,15761.441,29905.695,3,OK,"SELECT s_suppkey, s_name FROM supplier WHERE NOT EXISTS ( SELECT 1 FROM partsupp"
COM_Q014,complex_queries,3.7882,0.54,10.2563,3,OK,SELECT DISTINCT o_orderkey FROM orders WHERE NOT EXISTS ( SELECT 1 FROM lineitem
COM_Q015,complex_queries,29648.0306,29320.0769,30247.5998,3,OK,"SELECT o_custkey, MAX(o_totalprice)  AS best_order, AVG(o_totalprice)  AS avg_or"
COM_Q016,complex_queries,3773.7466,3377.8648,4349.231,3,OK,"SELECT ps_partkey, COUNT(DISTINCT ps_suppkey) AS supplier_count FROM partsupp GR"
COM_Q018,complex_queries,144939.2006,143017.3199,148694.659,3,OK,"SELECT l_orderkey, l_linenumber, l_shipdate FROM lineitem l WHERE l_shipdate = ("
COM_Q020,complex_queries,6172.0529,2845.906,12820.7917,3,OK,"SELECT ps_partkey, MAX(ps_supplycost) - MIN(ps_supplycost) AS cost_spread, MAX(p"
COM_Q021,complex_queries,28088.8297,26745.2271,30745.415,3,OK,"SELECT o_orderkey, o_orderpriority, o_totalprice FROM orders o WHERE o_totalpric"
COM_Q022,complex_queries,108152.4043,96523.9041,130879.549,3,OK,"SELECT DISTINCT s_suppkey, s_name FROM supplier s JOIN ( SELECT l_suppkey, SUM(l"
COM_Q023,complex_queries,619.9894,539.0348,773.5603,3,OK,"SELECT n_name, c_custkey, c_name, c_acctbal FROM customer JOIN nation ON c_natio"
COM_Q024,complex_queries,39420.463,38211.8289,41342.845,3,OK,SELECT DISTINCT o_orderkey FROM orders WHERE EXISTS ( SELECT 1 FROM lineitem l1 
COM_Q025,complex_queries,100792.0574,84259.0892,133489.1739,3,OK,SELECT l_partkey FROM lineitem JOIN orders ON l_orderkey = o_orderkey GROUP BY l
COM_Q026,complex_queries,4943.9576,4008.393,6721.7789,3,OK,"SELECT 'Customer' AS entity_type, c_name     AS entity_name, n_name     AS natio"
COM_Q027,complex_queries,35925.5232,32965.219,41521.246,3,OK,"SELECT c_custkey, c_name, 'High Spender' AS tag FROM customer JOIN ( SELECT o_cu"
COM_Q028,complex_queries,36755.6763,36595.969,36863.43,3,OK,"SELECT c_custkey, c_name, 0 AS order_count FROM customer WHERE c_custkey NOT IN "
COM_Q029,complex_queries,8979.7233,8603.8609,9563.787,3,OK,"SELECT o_orderkey, o_custkey, o_totalprice, '1-URGENT' AS priority_label FROM or"
COM_Q030,complex_queries,243.9785,240.8578,249.4228,3,OK,"SELECT n_name FROM ( SELECT n_name, COUNT(*) AS cnt FROM customer JOIN nation ON"
COM_Q031,complex_queries,43599.2795,29212.1162,59050.163,3,OK,"SELECT l_orderkey, l_linenumber, 'Returned' AS issue FROM lineitem WHERE l_retur"
COM_Q032,complex_queries,35627.1911,18838.3532,69064.132,3,OK,"SELECT o_orderkey, o_totalprice, o_orderpriority, 'Order' AS source FROM orders "
COM_Q034,complex_queries,133.8902,58.7652,280.1123,3,OK,"SELECT s_suppkey, s_name, s_acctbal, r_name FROM supplier JOIN nation ON s_natio"
COM_Q035,complex_queries,124703.1384,104679.6222,154580.7211,3,OK,"SELECT n_name, 'Revenue' AS type, SUM(l_extendedprice * (1 - l_discount)) AS amo"
COM_Q036,complex_queries,6.6032,0.7479,18.1768,3,OK,SELECT DISTINCT l1.l_orderkey FROM lineitem l1 WHERE l1.l_shipmode = 'MAIL' AND 
COM_Q037,complex_queries,13986.935,13186.3861,14942.497,3,OK,"SELECT n_name, cust_count, supp_count, order_count, cust_count + supp_count + or"
COM_Q038,complex_queries,39664.4424,30436.579,57284.2481,3,OK,"SELECT l_orderkey, l_linenumber, l_discount, l_tax FROM lineitem WHERE l_discoun"
COM_Q040,complex_queries,90584.142,66699.5299,116140.6488,3,OK,"SELECT DISTINCT l_partkey, 'Q1' AS quarter FROM lineitem JOIN orders ON l_orderk"
COM_Q041,complex_queries,921.2193,488.1859,1781.8549,3,OK,"SELECT 'Customer' AS role, c_name AS name, c_acctbal AS balance FROM customer JO"
COM_Q042,complex_queries,26490.531,22289.3512,32968.035,3,OK,"SELECT l_orderkey, l_linenumber, l_discount AS value, 'High Discount' AS flag FR"
COM_Q043,complex_queries,2.5923,0.855,5.7249,3,OK,SELECT o_orderkey FROM orders WHERE o_orderpriority = '1-URGENT' AND o_orderkey 
COM_Q044,complex_queries,7687.9244,6632.1902,9738.3339,3,OK,SELECT n_name FROM ( SELECT n_name FROM customer JOIN nation ON c_nationkey = n_
COM_Q045,complex_queries,18530.6315,15499.9387,24227.284,3,OK,"SELECT '1994' AS yr, n_name, SUM(o_totalprice) AS revenue FROM orders JOIN custo"
COM_Q046,complex_queries,1135.8634,547.569,2299.1319,3,OK,SELECT DISTINCT p_partkey FROM part WHERE p_type LIKE 'STANDARD%' AND p_partkey 
COM_Q047,complex_queries,35093.7277,25455.992,52875.9501,3,OK,SELECT DISTINCT l_shipmode FROM lineitem WHERE YEAR(l_shipdate) = 1994 AND l_shi
COM_Q048,complex_queries,127755.8287,124545.722,133917.254,3,OK,SELECT DISTINCT o1.o_custkey FROM orders o1 JOIN orders o2 ON o1.o_custkey = o2.
COM_Q049,complex_queries,16877.1266,16332.8309,17702.879,3,OK,"SELECT c_custkey, c_name FROM customer WHERE EXISTS ( SELECT 1 FROM orders WHERE"
COM_Q050,complex_queries,28288.1529,20212.6648,44202.5151,3,OK,"SELECT s_suppkey, s_name FROM supplier WHERE NOT EXISTS ( SELECT 1 FROM lineitem"
COM_Q051,complex_queries,99128.0344,91867.0709,106028.9042,3,OK,"SELECT DISTINCT p_partkey, p_name FROM part WHERE EXISTS ( SELECT 1 FROM lineite"
COM_Q052,complex_queries,7.48,2.0249,17.369,3,OK,SELECT n_name FROM nation WHERE NOT EXISTS ( SELECT 1 FROM supplier WHERE s_nati
COM_Q053,complex_queries,34501.4203,27060.3127,49241.6391,3,OK,SELECT o_custkey FROM orders WHERE YEAR(o_orderdate) = 1996 GROUP BY o_custkey H
COM_Q054,complex_queries,1511.0434,1297.5209,1932.4911,3,OK,SELECT ps_partkey FROM partsupp GROUP BY ps_partkey HAVING COUNT(DISTINCT ps_sup
COM_Q056,complex_queries,3.1374,1.4663,6.3081,3,OK,SELECT o_orderkey FROM orders WHERE EXISTS ( SELECT l_shipmode FROM lineitem WHE
COM_Q057,complex_queries,901.466,314.6081,2064.8758,3,OK,SELECT c_custkey FROM customer WHERE c_mktsegment = 'BUILDING' AND c_custkey IN 
COM_Q059,complex_queries,1278.544,781.5711,2180.259,3,OK,"SELECT p_partkey, p_name FROM part WHERE NOT EXISTS ( SELECT 1 FROM lineitem WHE"
COM_Q060,complex_queries,35087.472,27449.0299,50341.192,3,OK,SELECT o_custkey FROM orders GROUP BY o_custkey HAVING COUNT(DISTINCT YEAR(o_ord
COM_Q061,complex_queries,3.4093,0.566,8.594,3,OK,SELECT r_name FROM region WHERE EXISTS ( SELECT 1 FROM supplier JOIN nation ON s
COM_Q062,complex_queries,65684.4771,62622.041,71808.4662,3,OK,SELECT l_orderkey FROM lineitem JOIN part ON l_partkey = p_partkey GROUP BY l_or
COM_Q063,complex_queries,15018.0099,13248.2789,17446.5718,3,OK,"SELECT s_suppkey, s_name, COUNT(DISTINCT ps_partkey) AS part_count FROM supplier"
COM_Q064,complex_queries,2290.4569,2133.9979,2594.6722,3,OK,"SELECT c_custkey, c_name FROM customer WHERE c_acctbal >= 0 AND NOT EXISTS ( SEL"
COM_Q066,complex_queries,82635.2983,79865.9639,88173.579,3,OK,SELECT o_custkey FROM orders o WHERE YEAR(o_orderdate) = 1997 AND o_totalprice =
COM_Q067,complex_queries,37.0847,16.036,78.964,3,OK,SELECT n_name FROM nation WHERE NOT EXISTS ( SELECT 1 FROM supplier WHERE s_nati
COM_Q068,complex_queries,43181.1732,32963.7859,56629.8859,3,OK,SELECT DISTINCT l_partkey FROM lineitem JOIN orders   ON l_orderkey = o_orderkey
COM_Q069,complex_queries,30424.2209,29078.0959,32708.4637,3,OK,SELECT o_custkey FROM orders GROUP BY o_custkey HAVING COUNT(DISTINCT o_orderpri
COM_Q070,complex_queries,34542.6679,29011.7159,42217.236,3,OK,SELECT DISTINCT l_suppkey FROM lineitem WHERE YEAR(l_shipdate) = 1993 AND l_supp
COM_Q071,complex_queries,8449.6514,5096.0252,15112.6609,3,OK,"SELECT ps_partkey, MAX(ps_supplycost) - MIN(ps_supplycost) AS cost_range FROM pa"
COM_Q072,complex_queries,71893.9611,61245.8711,80080.5271,3,OK,"SELECT o_custkey, SUM(l_extendedprice * l_discount) AS discount_savings FROM lin"
COM_Q074,complex_queries,39899.1919,35137.6228,48450.3551,3,OK,"SELECT decile, COUNT(*)          AS customers, SUM(total_spend)  AS decile_reven"
COM_Q075,complex_queries,20133.042,16603.3092,26742.2299,3,OK,"SELECT n_name, total_parts, total_stock, avg_cost, RANK() OVER (ORDER BY total_s"
COM_Q077,complex_queries,39531.7883,35671.0758,47141.408,3,OK,"SELECT s_suppkey, s_name, revenue, cost, ROUND(revenue / NULLIF(cost, 0), 4) AS "
COM_Q078,complex_queries,51091.6123,43648.1919,65670.0878,3,OK,"SELECT r_name, n_name, orders_count, total_revenue, total_revenue / SUM(total_re"
COM_Q079,complex_queries,142975.3747,137593.3361,151656.534,3,OK,"SELECT o_orderkey, o_custkey, YEAR(o_orderdate) AS order_year, o_totalprice, pct"
COM_Q081,complex_queries,33853.1103,30733.958,39343.606,3,OK,"SELECT c_mktsegment, MONTH(o_orderdate) AS order_month, COUNT(*)           AS or"
COM_Q084,complex_queries,28512.7286,27623.4052,30175.004,3,OK,"SELECT order_month, new_customers, SUM(new_customers) OVER ( ORDER BY order_mont"
COM_Q085,complex_queries,92045.4106,67974.9548,123198.6182,3,OK,"SELECT l_shipmode, total_revenue, total_qty, ROUND(total_revenue / total_qty, 2)"
COM_Q086,complex_queries,44101.8457,38507.643,55280.5512,3,OK,"SELECT o_custkey, recency_days, order_frequency, total_value, NTILE(3) OVER (ORD"
COM_Q088,complex_queries,33100.921,26112.756,45725.1551,3,OK,"SELECT l_suppkey, s_name, total_shipments, on_time_shipments, ROUND(on_time_ship"
COM_Q090,complex_queries,3621.2873,3304.2691,4242.1057,3,OK,"SELECT order_year, order_week, order_count, AVG(order_count) OVER ( PARTITION BY"
COM_Q092,complex_queries,8678.036,5672.2271,14624.7339,3,OK,"SELECT o_orderkey, o_custkey, o_totalprice, global_mean, global_std, (o_totalpri"
COM_Q093,complex_queries,37143.9721,32667.6731,45763.5281,3,OK,"SELECT l_suppkey, s_name, supplier_revenue, cumulative_revenue, cumulative_reven"
COM_Q094,complex_queries,35127.5991,32378.9968,39996.7482,3,OK,"SELECT c_mktsegment, order_year, segment_revenue, ROUND( (segment_revenue - LAG("
COM_Q095,complex_queries,36048.9114,34857.5349,38030.7052,3,OK,"SELECT discount_bracket, AVG(l_quantity)                          AS avg_quantit"
COM_Q096,complex_queries,79520.6553,70858.3529,86923.2459,3,OK,"SELECT n_name, late_count, total_count, ROUND(late_count / NULLIF(total_count, 0"
COM_Q097,complex_queries,37140.8466,34242.363,42918.1478,3,OK,"SELECT c_mktsegment, best_month, max_revenue FROM ( SELECT c_mktsegment, DATE_FO"
COM_Q098,complex_queries,35240.9809,34305.7029,36840.1527,3,OK,"SELECT o_custkey, c_mktsegment, total_spend, PERCENT_RANK() OVER ( PARTITION BY "
COM_Q099,complex_queries,34313.2117,34145.915,34603.7092,3,OK,"SELECT r_name, order_month, monthly_orders, SUM(monthly_orders) OVER ( PARTITION"
COM_Q104,complex_queries,17430.2437,14908.303,22460.7952,3,OK,"SELECT p_brand, ps_partkey, avg_cost, PERCENT_RANK() OVER ( PARTITION BY p_brand"
COM_Q105,complex_queries,77946.2216,73987.9231,85601.6903,3,OK,"SELECT o_orderpriority, MIN(o_totalprice)                          AS q0_min, MA"
COM_Q107,complex_queries,110192.114,107280.808,114487.6051,3,OK,"SELECT o_custkey, n_name, order_year, yearly_spend, RANK() OVER ( PARTITION BY n"
COM_Q108,complex_queries,32808.6917,31481.9889,35385.421,3,OK,"SELECT l_shipmode, ship_week, weekly_qty, AVG(weekly_qty) OVER ( PARTITION BY l_"
COM_Q109,complex_queries,67315.2282,66906.909,67951.0579,3,OK,"SELECT o_orderkey, o_custkey, o_totalprice, customer_avg, customer_std, ROUND((o"
COM_Q110,complex_queries,93232.3097,92870.538,93729.1641,3,OK,"SELECT o_custkey, o_orderdate, o_totalprice, prev_price, o_totalprice - prev_pri"
COM_Q111,complex_queries,35722.264,35138.2058,36641.9442,3,OK,"SELECT r_name, order_month, monthly_revenue, SUM(monthly_revenue) OVER ( PARTITI"
COM_Q114,complex_queries,104144.5707,97411.202,116757.1502,3,OK,"SELECT o_custkey, MAX(streak) AS longest_streak_months FROM ( SELECT o_custkey, "
COM_Q115,complex_queries,43597.1702,32245.0104,62245.2271,3,OK,"SELECT top_n, supplier_count, cumulative_revenue, total_revenue, ROUND(cumulativ"
COM_Q116,complex_queries,53858.1717,50781.949,55403.62,3,OK,"SELECT curr.ship_week, curr.weekly_revenue AS this_year, prev.weekly_revenue AS "
COM_Q117,complex_queries,36216.7598,32196.528,42004.1602,3,OK,"SELECT s_name, n_name, annual_revenue, inventory_cost, ROUND(annual_revenue / NU"
COM_Q118,complex_queries,16186.4661,13326.2808,21290.7588,3,OK,"SELECT o1.o_custkey, o1.o_orderkey  AS order1, o2.o_orderkey  AS order2, o1.o_or"
COM_Q119,complex_queries,8514.9783,8118.7961,9284.2588,3,OK,"SELECT p1.p_partkey AS part1, p2.p_partkey AS part2, p1.p_retailprice, p1.p_bran"
COM_Q120,complex_queries,65024.2351,64880.1563,65137.2628,3,OK,"SELECT s1.s_suppkey AS supp1, s2.s_suppkey AS supp2, n_name        AS nation FRO"
