category,query_id,query_number,avg_runtime_ms,status,error
aggregation,Q122,633,,TIMEOUT,TIMEOUT (>45s)
aggregation,Q123,634,208.5932,OK,
aggregation,Q124,635,46.9769,OK,
aggregation,Q125,636,829.0482,OK,
aggregation,Q126,637,121.9045,OK,
aggregation,Q127,638,33.3673,OK,
aggregation,Q128,639,165.6158,OK,
aggregation,Q129,640,620.8575,OK,
aggregation,Q130,641,122.6068,OK,
aggregation,Q131,642,41.6482,OK,
aggregation,Q132,643,1126.3278,OK,
aggregation,Q133,644,48.4113,OK,
aggregation,Q134,645,399.6433,OK,
aggregation,Q135,646,1089.1134,OK,
aggregation,Q136,647,140.1717,OK,
aggregation,Q137,648,70.711,OK,
aggregation,Q138,649,297.0563,OK,
aggregation,Q139,650,33.2706,OK,
aggregation,Q140,651,71.8903,OK,
aggregation,Q141,652,1.2655,OK,
aggregation,Q142,653,520.1613,OK,
aggregation,Q143,654,679.8155,OK,
aggregation,Q144,655,728.2869,OK,
aggregation,Q145,656,329.3226,OK,
aggregation,Q146,657,70.9536,OK,
aggregation,Q147,658,1.0023,OK,
aggregation,Q148,659,29.5958,OK,
aggregation,Q149,660,597.606,OK,
aggregation,Q150,661,61.871,OK,
aggregation,Q151,662,63.2096,OK,
aggregation,Q152,663,1236.4403,OK,
aggregation,Q153,664,257.4862,OK,
aggregation,Q154,665,81.1103,OK,
aggregation,Q155,666,236.6867,OK,
aggregation,Q156,667,290.6837,OK,
aggregation,Q157,668,867.6619,OK,
aggregation,Q158,669,99.1383,OK,
aggregation,Q159,670,229.7703,OK,
aggregation,Q160,671,285.0478,OK,
aggregation,Q161,672,185.4445,OK,
aggregation,Q162,673,126.4399,OK,
aggregation,Q163,674,1698.22,OK,
aggregation,Q164,675,643.7184,OK,
aggregation,Q165,676,234.8822,OK,
aggregation,Q166,677,404.8143,OK,
aggregation,Q167,678,61.4742,OK,
aggregation,Q168,679,63.5799,OK,
aggregation,Q169,680,297.545,OK,
aggregation,Q170,681,0.9895,OK,
aggregation,Q171,682,48.8595,OK,
aggregation,Q172,683,968.4816,OK,
aggregation,Q173,684,68.7065,OK,
aggregation,Q174,685,24.7948,OK,
aggregation,Q175,686,979.7323,OK,
aggregation,Q176,687,273.0211,OK,
aggregation,Q177,688,75.7319,OK,
aggregation,Q178,689,304.0636,OK,
aggregation,Q179,690,85.9953,OK,
aggregation,Q180,691,57.2061,OK,
aggregation,Q181,692,627.155,OK,
aggregation,Q182,693,114.8542,OK,
aggregation,Q183,694,80.6689,OK,
aggregation,Q184,695,118.8235,OK,
aggregation,Q185,696,182.3752,OK,
aggregation,Q186,697,162.1784,OK,
aggregation,Q187,698,551.2921,OK,
aggregation,Q188,699,193.4716,OK,
aggregation,Q189,700,271.4323,OK,
aggregation,Q190,701,1595.5464,OK,
aggregation,Q191,702,397.9565,OK,
aggregation,Q192,703,279.788,OK,
aggregation,Q193,704,681.3841,OK,
aggregation,Q194,705,570.6431,OK,
aggregation,Q195,706,1214.0968,OK,
aggregation,Q196,707,1758.5373,OK,
aggregation,Q197,708,161.9832,OK,
aggregation,Q198,709,175.3544,OK,
aggregation,Q199,710,101.78,OK,
aggregation,Q200,711,1816.8751,OK,
complex_queries,Q001,712,52.0042,OK,
complex_queries,Q002,713,262.227,OK,
complex_queries,Q003,714,281.3058,OK,
complex_queries,Q004,715,468.5095,OK,
complex_queries,Q005,716,79.1172,OK,
complex_queries,Q006,717,792.9479,OK,
complex_queries,Q007,718,58.4307,OK,
complex_queries,Q008,719,856.6631,OK,
complex_queries,Q009,720,37.2322,OK,
complex_queries,Q010,721,2504.3996,OK,
complex_queries,Q011,722,58.7883,OK,
complex_queries,Q012,723,167.3487,OK,
complex_queries,Q013,724,286.6551,OK,
complex_queries,Q014,725,68.4958,OK,
complex_queries,Q015,726,208.4597,OK,
complex_queries,Q016,727,1355.6318,OK,
complex_queries,Q017,728,40.3229,OK,
complex_queries,Q018,729,1231.7624,OK,
complex_queries,Q019,730,325.1717,OK,
complex_queries,Q020,731,202.9379,OK,
complex_queries,Q021,732,18.9398,OK,
complex_queries,Q022,733,48.0941,OK,
complex_queries,Q023,734,138.8754,OK,
complex_queries,Q024,735,646.0116,OK,
complex_queries,Q025,736,42.2175,OK,
complex_queries,Q026,737,69.4737,OK,
complex_queries,Q027,738,,TIMEOUT,TIMEOUT (>45s)
complex_queries,Q028,739,106.6859,OK,
complex_queries,Q029,740,375.5845,OK,
complex_queries,Q030,741,14.9697,OK,
complex_queries,Q031,742,154.0815,OK,
complex_queries,Q032,743,102.1521,OK,
complex_queries,Q033,744,97.0186,OK,
complex_queries,Q034,745,,TIMEOUT,TIMEOUT (>45s)
complex_queries,Q035,746,,TIMEOUT,TIMEOUT (>45s)
complex_queries,Q036,747,1996.5987,OK,
complex_queries,Q037,748,86.2742,OK,
complex_queries,Q038,749,188.7469,OK,
complex_queries,Q039,750,0.6178,OK,
complex_queries,Q040,751,78.0053,OK,
complex_queries,Q041,752,29.0078,OK,
complex_queries,Q042,753,5047.4072,OK,
complex_queries,Q043,754,1409.8332,OK,
complex_queries,Q044,755,,TIMEOUT,TIMEOUT (>45s)
complex_queries,Q045,756,31.9761,OK,
complex_queries,Q046,757,166.3257,OK,
complex_queries,Q047,758,530.4207,OK,
complex_queries,Q048,759,6.3066,OK,
complex_queries,Q049,760,277.4368,OK,
complex_queries,Q050,761,462.9525,OK,
complex_queries,Q051,762,30.4418,OK,
complex_queries,Q052,763,75.1548,OK,
complex_queries,Q053,764,476.04,OK,
complex_queries,Q054,765,253.1504,OK,
complex_queries,Q055,766,75.1087,OK,
complex_queries,Q056,767,11.5474,OK,
complex_queries,Q057,768,381.3141,OK,
complex_queries,Q058,769,137.4538,OK,
complex_queries,Q059,770,,TIMEOUT,TIMEOUT (>45s)
complex_queries,Q060,771,1.1456,OK,
complex_queries,Q061,772,993.1456,OK,
complex_queries,Q062,773,1736.1317,OK,
complex_queries,Q063,774,0.6217,OK,
complex_queries,Q064,775,342.1119,OK,
complex_queries,Q065,776,327.8933,OK,
complex_queries,Q066,777,,TIMEOUT,TIMEOUT (>45s)
complex_queries,Q067,778,336.3048,OK,
complex_queries,Q068,779,4.2624,OK,
complex_queries,Q069,780,341.2157,OK,
complex_queries,Q070,781,0.5203,OK,
complex_queries,Q071,782,263.3854,OK,
complex_queries,Q072,783,174.2279,OK,
complex_queries,Q073,784,7.3577,OK,
complex_queries,Q074,785,244.0698,OK,
complex_queries,Q075,786,80.9095,OK,
complex_queries,Q076,787,54.326,OK,
complex_queries,Q077,788,119.2855,OK,
complex_queries,Q078,789,451.7596,OK,
complex_queries,Q079,790,0.6888,OK,
complex_queries,Q080,791,31.861,OK,
complex_queries,Q081,792,19.4488,OK,
complex_queries,Q082,793,30135.7104,OK,
complex_queries,Q083,794,1.2484,OK,
complex_queries,Q084,795,6.7152,OK,
complex_queries,Q085,796,1088.8571,OK,
complex_queries,Q086,797,127.9368,OK,
complex_queries,Q087,798,63.5694,OK,
complex_queries,Q088,799,1.4201,OK,
complex_queries,Q089,800,830.4407,OK,
complex_queries,Q090,801,150.7555,OK,
complex_queries,Q091,802,24.9828,OK,
complex_queries,Q092,803,366.3117,OK,
complex_queries,Q093,804,,TIMEOUT,TIMEOUT (>45s)
complex_queries,Q094,805,1.072,OK,
complex_queries,Q095,806,659.4962,OK,
complex_queries,Q096,807,116.4568,OK,
complex_queries,Q097,808,268.8323,OK,
complex_queries,Q098,809,63.525,OK,
complex_queries,Q099,810,751.6321,OK,
complex_queries,Q100,811,,ERROR,1054 (42S22): Unknown column 'o_orderkey' in 'field list'
complex_queries,Q101,812,75.3146,OK,
complex_queries,Q102,813,219.9365,OK,
complex_queries,Q103,814,73.5502,OK,
complex_queries,Q104,815,348.2786,OK,
complex_queries,Q105,816,299.5801,OK,
complex_queries,Q106,817,557.4175,OK,
complex_queries,Q107,818,1322.983,OK,
complex_queries,Q108,819,244.3069,OK,
complex_queries,Q109,820,260.4896,OK,
complex_queries,Q110,821,1531.4335,OK,
complex_queries,Q111,822,1615.5081,OK,
complex_queries,Q112,823,46.6542,OK,
complex_queries,Q113,824,386.006,OK,
complex_queries,Q114,825,106.6596,OK,
complex_queries,Q115,826,,ERROR,1052 (23000): Column 'p_partkey' in field list is ambiguous
complex_queries,Q116,827,255.1312,OK,
complex_queries,Q117,828,4428.728,OK,
complex_queries,Q118,829,56.8277,OK,
complex_queries,Q119,830,1630.1665,OK,
complex_queries,Q120,831,76.5417,OK,
complex_queries,Q121,832,288.0356,OK,
complex_queries,Q122,833,247.9067,OK,
complex_queries,Q123,834,403.4531,OK,
complex_queries,Q124,835,785.0303,OK,
complex_queries,Q125,836,292.0327,OK,
complex_queries,Q126,837,119.8387,OK,
complex_queries,Q127,838,428.2214,OK,
complex_queries,Q128,839,1574.5694,OK,
complex_queries,Q129,840,1288.4018,OK,
complex_queries,Q130,841,3326.4212,OK,
complex_queries,Q131,842,1383.5803,OK,
complex_queries,Q132,843,102.8794,OK,
complex_queries,Q133,844,300.1958,OK,
complex_queries,Q134,845,1322.2329,OK,
complex_queries,Q135,846,585.2501,OK,
complex_queries,Q136,847,342.44,OK,
complex_queries,Q137,848,252.7687,OK,
complex_queries,Q138,849,321.5532,OK,
complex_queries,Q139,850,458.8347,OK,
complex_queries,Q140,851,,ERROR,1690 (22003): BIGINT UNSIGNED value is out of range in '(`ranked`.`rank_1997` - `ranked`.`rank_1994`)'
complex_queries,Q141,852,1975.5371,OK,
complex_queries,Q142,853,471.4337,OK,
complex_queries,Q143,854,281.7294,OK,
complex_queries,Q144,855,616.9446,OK,
complex_queries,Q145,856,301.7169,OK,
complex_queries,Q146,857,,TIMEOUT,TIMEOUT (>45s)
complex_queries,Q147,858,92.9827,OK,
complex_queries,Q148,859,109.503,OK,
complex_queries,Q149,860,354.3359,OK,
complex_queries,Q150,861,271.1557,OK,
complex_queries,Q151,862,27415.0892,OK,
complex_queries,Q152,863,2237.5463,OK,
complex_queries,Q153,864,30.1798,OK,
complex_queries,Q154,865,544.0052,OK,
complex_queries,Q155,866,292.8682,OK,
complex_queries,Q156,867,,TIMEOUT,TIMEOUT (>45s)
complex_queries,Q157,868,,TIMEOUT,TIMEOUT (>45s)
complex_queries,Q158,869,206.8651,OK,
complex_queries,Q159,870,122.5068,OK,
complex_queries,Q160,871,839.4405,OK,
complex_queries,Q161,872,18.3849,OK,
complex_queries,Q162,873,56.3432,OK,
complex_queries,Q163,874,608.8512,OK,
complex_queries,Q164,875,281.7106,OK,
complex_queries,Q165,876,2382.9663,OK,
complex_queries,Q166,877,105.2401,OK,
complex_queries,Q167,878,254.9533,OK,
complex_queries,Q168,879,194.7354,OK,
complex_queries,Q169,880,185.7304,OK,
complex_queries,Q170,881,155.2958,OK,
complex_queries,Q171,882,261.8853,OK,
complex_queries,Q172,883,37.3992,OK,
complex_queries,Q173,884,,TIMEOUT,TIMEOUT (>45s)
complex_queries,Q174,885,166.6565,OK,
complex_queries,Q175,886,356.0268,OK,
complex_queries,Q176,887,3413.7226,OK,
complex_queries,Q177,888,867.539,OK,
complex_queries,Q178,889,171.4287,OK,
complex_queries,Q179,890,820.1491,OK,
complex_queries,Q180,891,663.162,OK,
complex_queries,Q181,892,2458.0157,OK,
complex_queries,Q182,893,2982.0273,OK,
complex_queries,Q183,894,116.9099,OK,
complex_queries,Q184,895,471.4955,OK,
complex_queries,Q185,896,865.4378,OK,
complex_queries,Q186,897,235.2469,OK,
complex_queries,Q187,898,2137.6816,OK,
complex_queries,Q188,899,2007.5584,OK,
complex_queries,Q189,900,1221.4697,OK,
complex_queries,Q190,901,511.1112,OK,
complex_queries,Q191,902,58.6948,OK,
complex_queries,Q192,903,245.5831,OK,
complex_queries,Q193,904,280.4589,OK,
complex_queries,Q194,905,558.0295,OK,
complex_queries,Q195,906,919.3157,OK,
complex_queries,Q196,907,5435.4533,OK,
complex_queries,Q197,908,742.2869,OK,
complex_queries,Q198,909,5435.825,OK,
complex_queries,Q199,910,1684.7135,OK,
complex_queries,Q200,911,2811.8684,OK,
